EUR GBP USD CHF YEN
05/23/2005 2.103 4.855 3.10063 0.75 0.07571
05/20/2005 2.104 4.85938 3.09063 0.75 0.07357
05/19/2005 2.104 4.85875 3.09 0.75 0.07643
05/18/2005 2.104 4.85625 3.09 0.75 0.07214
05/17/2005 2.103 4.8525 3.09 0.75 0.075
05/16/2005 2.103 4.8525 3.09 0.75 0.07286
05/13/2005 2.104 4.855 3.09 0.75 0.07143
05/12/2005 2.105 4.85125 3.09 0.75 0.07571
05/11/2005 2.104 4.84969 3.09 0.75 0.07286
05/10/2005 2.105 4.855 3.09 0.75 0.07143
05/09/2005 2.104 4.86 3.09 0.75 0.07571
05/06/2005 2.104 4.86 3.09 0.76 0.07571
05/05/2005 2.104 4.86688 3.09 0.76 0.07429
05/04/2005 2.104 4.87094 3.09 0.76 0.07571
05/03/2005 2.105 4.8675 3.09 0.76 0.07143
05/02/2005 2.104 4.87063 3.09 0.76 0.07286
04/29/2005 2.105 4.87438 3.09 0.76 0.07143
04/28/2005 2.105 4.87375 3.09 0.76 0.07571
04/27/2005 2.104 4.87063 3.08875 0.76 0.07571
04/26/2005 2.105 4.87375 3.08125 0.76 0.07286
04/25/2005 2.104 4.87188 3.06438 0.76 0.07286
04/22/2005 2.103 4.86688 3.06 0.76 0.07571
04/21/2005 2.103 4.87063 3.04 0.76 0.07286
04/20/2005 2.104 4.86375 3.03 0.76 0.07214
04/19/2005 2.104 4.865 3.02 0.76 0.06857
04/18/2005 2.105 4.87063 3.00063 0.76 0.075
04/15/2005 2.105 4.85875 3 0.76 0.07071
04/14/2005 2.105 4.85344 2.99 0.76 0.07071
04/13/2005 2.105 4.86 2.98 0.76 0.07071
04/12/2005 2.105 4.8575 2.97 0.76 0.07071
04/11/2005 2.106 4.85688 2.95375 0.76 0.07071
04/08/2005 2.105 4.85875 2.95 0.76 0.07071
04/07/2005 2.105 4.85375 2.93 0.76 0.07071
04/06/2005 2.106 4.85813 2.92 0.76 0.07071
04/05/2005 2.106 4.8675 2.91 0.76 0.07071
04/04/2005 2.105 4.86688 2.89125 0.76 0.07071
04/01/2005 2.104 4.86875 2.89 0.76 0.07071
03/31/2005 2.105 4.86813 2.87063 0.76 0.07071
03/30/2005 2.104 4.86813 2.87 0.76 0.07071
03/29/2005 2.105 4.86625 2.87 0.76 0.07
03/28/2005 2.104 4.86813 2.86 0.75 0.07143
03/25/2005 2.105 4.86563 2.85 0.75 0.07071
03/24/2005 2.104 4.86 2.85 0.75 0.07071
03/23/2005 2.104 4.86313 2.85 0.75 0.07071
03/22/2005 2.103 4.86563 2.85 0.75 0.07071
03/21/2005 2.103 4.86438 2.85 0.75 0.07071
03/18/2005 2.104 4.85813 2.85 0.75 0.07071
03/17/2005 2.104 4.85688 2.85 0.75 0.07071
03/16/2005 2.103 4.86 2.83375 0.75 0.06929
03/15/2005 2.103 4.86156 2.83 0.75 0.06929
03/14/2005 2.103 4.86375 2.82 0.75 0.07214
03/11/2005 2.102 4.86313 2.81 0.75 0.07071
03/10/2005 2.103 4.88313 2.8 0.75 0.07357
