EUR GBP USD CHF YEN
03/27/2007 3.857 5.47375 5.32 2.02 0.12571
03/26/2007 3.858 5.46875 5.32 2.02 0.12571
03/23/2007 3.862 5.46813 5.32 2.02 0.12571
03/22/2007 3.863 5.4575 5.32 2.02 0.12571
03/21/2007 3.865 5.41563 5.32 2.02 0.12571
03/20/2007 3.864 5.40563 5.32 2.02 0.12571
03/19/2007 3.864 5.40625 5.32 2.02 0.12571
03/16/2007 3.864 5.40125 5.32 2.02 0.12571
03/15/2007 3.865 5.40063 5.32 2.02 0.12571
03/14/2007 3.864 5.51 5.32 2.02 0.12571
03/13/2007 3.864 5.51 5.32 2.02 0.12571
03/12/2007 3.863 5.50125 5.32 1.9 0.12571
03/09/2007 3.862 5.49063 5.32 1.9 0.12571
03/08/2007 3.864 5.47 5.32 1.9 0.12571
03/07/2007 3.863 5.46563 5.32 1.9 0.12571
03/06/2007 3.863 5.46125 5.32 1.9 0.12429
03/05/2007 3.862 5.45563 5.32 1.9 0.12429
03/02/2007 3.856 5.45 5.32 1.9 0.12429
03/01/2007 3.855 5.44688 5.32 1.9 0.12429
02/28/2007 3.856 5.44438 5.32 1.9 0.12429
02/27/2007 3.855 5.43875 5.32 1.9 0.12429
02/26/2007 3.846 5.4375 5.32 1.9 0.12429
02/23/2007 3.839 5.43 5.32 1.9 0.12429
02/22/2007 3.808 5.42125 5.32 1.9 0.12429
02/21/2007 3.803 5.41975 5.32 1.9 0.12429
02/20/2007 3.793 5.42 5.32 1.9 0.12429
02/19/2007 3.786 5.41938 5.32 1.9 0.12429
02/16/2007 3.771 5.4175 5.32 1.85 0.12429
02/15/2007 3.750 5.4175 5.32 1.85 0.12286
02/14/2007 3.745 5.43 5.32 1.85 0.12214
02/13/2007 3.732 5.43 5.32 1.85 0.12143
02/12/2007 3.712 5.42938 5.32 1.85 0.12143
02/09/2007 3.703 5.42625 5.31913 1.85 0.12
02/08/2007 3.679 5.4275 5.32 1.85 0.12
02/07/2007 3.669 5.42875 5.32 1.85 0.12
02/06/2007 3.658 5.425 5.32 1.85 0.12143
02/05/2007 3.650 5.4275 5.32 1.85 0.12286
02/02/2007 3.640 5.43 5.32 1.85 0.12286
02/01/2007 3.615 5.42313 5.32 1.85 0.12286
01/31/2007 3.611 5.41688 5.32 1.85 0.12286
01/30/2007 3.607 5.41563 5.32 1.85 0.12286
01/29/2007 3.606 5.41438 5.32 1.74 0.12143
01/26/2007 3.606 5.4075 5.32 1.74 0.12143
01/25/2007 3.607 5.40688 5.32 1.74 0.12143
01/24/2007 3.607 5.40375 5.32 1.74 0.12143
01/23/2007 3.607 5.40563 5.32 1.74 0.12143
01/22/2007 3.609 5.40688 5.32 1.74 0.12
01/19/2007 3.609 5.41625 5.32 1.74 0.12
01/18/2007 3.613 5.40063 5.32 1.74 0.12
01/17/2007 3.614 5.46313 5.32 1.74 0.12
01/16/2007 3.614 5.46 5.32 1.74 0.12
01/15/2007 3.614 5.45563 5.32 1.74 0.12
01/12/2007 3.613 5.44125 5.32 1.74 0.12
01/11/2007 3.613 5.4375 5.32 1.74 0.12
01/10/2007 3.613 5.43188 5.32 1.74 0.12
01/09/2007 3.613 5.435 5.32 1.74 0.12
01/08/2007 3.613 5.43313 5.32 1.74 0.12071
01/05/2007 3.612 5.4325 5.32 1.74 0.11929
01/04/2007 3.615 5.435 5.32 1.74 0.11929
01/03/2007 3.614 5.43188 5.32 1.74 0.11929
01/02/2007 3.610 5.43125 5.32 1.61 0.11929
01/01/2007 3.610 5.45875 5.32 1.61 0.11929
12/29/2006 3.615 5.44875 5.32 1.61 0.11929
12/28/2006 3.612 5.4325 5.32 1.61 0.11929
12/27/2006 3.616 5.42963 5.32 1.61 0.12014
12/26/2006 3.620 5.41625 5.32 1.61 0.12014
12/25/2006 3.625 5.41375 5.32 1.61 0.12014
12/22/2006 3.625 5.40938 5.32 1.61 0.12014
12/21/2006 3.627 5.4025 5.32 1.61 0.12014
12/20/2006 3.629 5.20213 5.32 1.61 0.12014
12/19/2006 3.633 5.1975 5.32 1.61 0.12014
12/18/2006 3.634 5.1875 5.32 1.61 0.12014
12/15/2006 3.672 5.18375 5.32 1.61 0.12014
12/14/2006 3.671 5.18063 5.32 1.61 0.12014
12/13/2006 3.665 5.18375 5.32 1.61 0.11857
12/12/2006 3.663 5.18688 5.32 1.61 0.11857
12/11/2006 3.663 5.19063 5.32063 1.61 0.11857
12/08/2006 3.657 5.25625 5.32188 1.61 0.11857
12/07/2006 3.655 5.25313 5.32563 1.61 0.11857
12/06/2006 3.654 5.24563 5.35 1.61 0.11857
12/05/2006 3.653 5.2475 5.35 1.53 0.11714
12/04/2006 3.653 5.25625 5.35 1.53 0.11714
12/01/2006 3.650 5.26125 5.35 1.53 0.11714
11/30/2006 3.634 5.26125 5.35 1.53 0.11714
11/29/2006 3.625 5.26156 5.35 1.53 0.11714
11/28/2006 3.600 5.25469 5.35 1.53 0.11714
11/27/2006 3.596 5.2525 5.35 1.53 0.11714
11/24/2006 3.594 5.24938 5.35 1.53 0.11714
11/23/2006 3.588 5.24063 5.35 1.53 0.11714
11/22/2006 3.574 5.23813 5.35 1.53 0.11714
11/21/2006 3.548 5.225 5.35 1.53 0.11714
11/20/2006 3.494 5.21563 5.35 1.53 0.11714
11/17/2006 3.484 5.21125 5.35 1.53 0.11714
11/16/2006 3.474 5.20875 5.35 1.53 0.11714
11/15/2006 3.464 5.2075 5.35 1.53 0.11714
11/14/2006 3.452 5.205 5.35 1.53 0.11714
11/13/2006 3.443 5.15063 5.35 1.53 0.11714
11/10/2006 3.416 5.14563 5.34938 1.48 0.11571
11/09/2006 3.411 5.14 5.32 1.48 0.11571
11/08/2006 3.404 5.13938 5.32 1.48 0.11571
11/07/2006 3.395 5.13913 5.32 1.48 0.11571
11/06/2006 3.396 5.13438 5.32 1.48 0.11571
11/03/2006 3.379 5.13438 5.32 1.48 0.11571
11/02/2006 3.371 5.13313 5.32 1.48 0.11571
11/01/2006 3.368 5.13625 5.32 1.48 0.11571
10/31/2006 3.365 5.13688 5.32 1.48 0.11571
10/30/2006 3.366 5.1375 5.32 1.48 0.11571
10/27/2006 3.366 5.14375 5.32 1.48 0.11571
10/26/2006 3.370 5.14625 5.32 1.48 0.11571
10/25/2006 3.366 5.145 5.32 1.48 0.11571
10/24/2006 3.365 5.14125 5.32 1.48 0.11571
10/23/2006 3.383 5.12938 5.32 1.48 0.11571
10/20/2006 3.382 5.12 5.32 1.48 0.11643
10/19/2006 3.381 5.11125 5.32 1.48 0.11643
10/18/2006 3.378 5.09938 5.32 1.48 0.11643
10/17/2006 3.368 5.0875 5.32 1.48 0.11643
10/16/2006 3.365 5.085 5.32 1.48 0.11643
10/13/2006 3.364 5.07 5.32 1.48 0.11643
10/12/2006 3.360 5.06 5.32 1.48 0.11643
10/11/2006 3.354 5.04875 5.32 1.48 0.11643
10/10/2006 3.350 5.03563 5.32 1.48 0.11643
10/09/2006 3.349 5.0275 5.32 1.48 0.11643
10/06/2006 3.348 5.02125 5.32 1.48 0.11643
10/05/2006 3.347 4.99625 5.32 1.48 0.11643
10/04/2006 3.347 4.975 5.32 1.48 0.11643
10/03/2006 3.346 4.96 5.32 1.48 0.11643
10/02/2006 3.345 4.95125 5.32 1.48 0.11643
09/29/2006 3.343 4.94875 5.32 1.41 0.11643
09/28/2006 3.339 4.93813 5.32 1.41 0.11643
09/27/2006 3.336 4.935 5.32 1.41 0.11643
09/26/2006 3.324 4.9275 5.32 1.41 0.11643
09/25/2006 3.303 4.90563 5.32 1.41 0.11643
09/22/2006 3.291 4.9 5.32 1.41 0.11643
09/21/2006 3.272 4.89313 5.32 1.41 0.11643
09/20/2006 3.262 4.89588 5.32 1.41 0.11643
09/19/2006 3.242 4.89375 5.32 1.41 0.11643
09/18/2006 3.221 4.95813 5.32 1.41 0.11643
09/15/2006 3.205 4.96188 5.32 1.41 0.11643
09/14/2006 3.201 4.95875 5.32125 1.41 0.11643
09/13/2006 3.196 4.94563 5.3225 1.41 0.11643
09/12/2006 3.173 4.95813 5.32188 1.41 0.11643
09/11/2006 3.172 4.96188 5.3225 1.41 0.11643
09/08/2006 3.150 4.96563 5.32438 1.41 0.11643
09/07/2006 3.144 4.9625 5.32375 1.41 0.11643
09/06/2006 3.140 4.9575 5.326 1.41 0.11643
09/05/2006 3.125 4.91063 5.32625 1.41 0.115
09/04/2006 3.121 4.91125 5.33 1.41 0.115
09/01/2006 3.102 4.91 5.33 1.41 0.115
08/31/2006 3.097 4.9125 5.33 1.41 0.115
08/30/2006 3.096 4.91 5.33 1.41 0.115
08/29/2006 3.096 4.91125 5.33 1.41 0.115
08/28/2006 3.095 4.91 5.33 1.41 0.115
08/25/2006 3.096 4.90438 5.33 1.41 0.11357
08/24/2006 3.096 4.90125 5.33 1.41 0.11357
08/23/2006 3.094 4.89875 5.33 1.41 0.11357
08/22/2006 3.093 4.89688 5.33 1.41 0.11357
08/21/2006 3.094 4.89563 5.33 1.41 0.11214
08/18/2006 3.094 4.89688 5.33 1.41 0.11214
08/17/2006 3.095 4.90125 5.33 1.28 0.11214
08/16/2006 3.099 4.90594 5.33 1.28 0.11071
08/15/2006 3.106 4.91063 5.33 1.28 0.11071
08/14/2006 3.106 4.92125 5.33 1.28 0.11071
08/11/2006 3.106 4.9175 5.33 1.28 0.11071
08/10/2006 3.105 4.90875 5.33 1.28 0.11071
08/09/2006 3.106 4.90563 5.33 1.28 0.11071
08/08/2006 3.105 4.89938 5.32813 1.28 0.11071
08/07/2006 3.105 4.89625 5.32438 1.28 0.11071
08/04/2006 3.107 4.8975 5.32563 1.28 0.11071
08/03/2006 3.105 4.8975 5.32438 1.28 0.11071
08/02/2006 3.104 4.89938 5.32563 1.28 0.10929
08/01/2006 3.105 4.89875 5.325 1.28 0.10929
07/31/2006 3.104 4.90313 5.33 1.28 0.10929
07/28/2006 3.103 4.90288 5.33 1.28 0.10929
07/27/2006 3.090 4.89813 5.33 1.28 0.10929
07/26/2006 3.064 4.89588 5.33 1.28 0.10929
07/25/2006 3.042 4.895 5.33 1.28 0.10929
07/24/2006 3.033 4.89125 5.33 1.28 0.10929
07/21/2006 3.030 4.89438 5.37 1.28 0.11071
07/20/2006 3.020 4.8925 5.36813 1.28 0.11071
07/19/2006 3.011 4.88813 5.42 1.28 0.11071
07/18/2006 2.992 4.695 5.40625 1.28 0.11071
07/17/2006 2.985 4.6975 5.39563 1.28 0.11071
07/14/2006 2.978 4.70188 5.39 1.28 0.11071
07/13/2006 2.963 4.68688 5.39063 1.28 0.11071
07/12/2006 2.955 4.6775 5.40188 1.28 0.11071
07/11/2006 2.942 4.6725 5.4 1.28 0.10929
07/10/2006 2.934 4.66313 5.4 1.28 0.10929
07/07/2006 2.930 4.65563 5.39813 1.28 0.10929
07/06/2006 2.922 4.64938 5.39375 1.21 0.10929
07/05/2006 2.916 4.645 5.385 1.21 0.10857
07/04/2006 2.895 4.65 5.4 1.21 0.10857
07/03/2006 2.895 4.65188 5.38913 1.21 0.10857
06/30/2006 2.895 4.63938 5.37813 1.21 0.10857
06/29/2006 2.884 4.63 5.37 1.21 0.10857
06/28/2006 2.889 4.63188 5.36875 1.21 0.11143
06/27/2006 2.889 4.63625 5.36875 1.21 0.11143
06/26/2006 2.894 4.64063 5.35875 1.21 0.11143
06/23/2006 2.898 4.645 5.35688 1.21 0.11143
06/22/2006 2.897 4.64875 5.35563 1.21 0.11143
06/21/2006 2.901 4.64938 5.34938 1.21 0.11143
06/20/2006 2.908 4.65563 5.345 1.21 0.11143
06/19/2006 2.901 4.6575 5.33688 1.21 0.11
06/16/2006 2.887 4.67938 5.33438 1.21 0.11
06/15/2006 2.886 4.68063 5.33375 1.21 0.11
06/14/2006 2.885 4.6835 5.33438 1.21 0.10857
06/13/2006 2.884 4.68438 5.34625 1.21 0.10857
06/12/2006 2.881 4.68125 5.35 1.21 0.10714
06/09/2006 2.876 4.68063 5.35 1.21 0.10714
06/08/2006 2.876 4.68281 5.34063 1.21 0.10714
06/07/2006 2.876 4.68 5.335 1.21 0.10857
06/06/2006 2.874 4.68125 5.3225 1.21 0.10857
06/05/2006 2.874 4.68125 5.30219 1.21 0.10857
06/02/2006 2.859 4.68031 5.29438 1.21 0.10857
06/01/2006 2.845 4.68125 5.27938 1.21 0.10857
05/31/2006 2.869 4.67688 5.26688 1.21 0.10857
05/30/2006 2.836 4.67625 5.25188 1.21 0.10857
05/29/2006 2.834 4.6725 5.20813 1.21 0.10857
05/26/2006 2.827 4.66875 5.19875 1.21 0.10857
05/25/2006 2.823 4.66563 5.18375 1.21 0.10857
05/24/2006 2.821 4.66438 5.17625 1.09 0.10857
05/23/2006 2.792 4.66375 5.17 1.09 0.10857
05/22/2006 2.779 4.66 5.15 1.09 0.10857
05/19/2006 2.765 4.66219 5.14475 1.09 0.10857
05/18/2006 2.757 4.66031 5.13 1.09 0.10714
05/17/2006 2.751 4.66 5.1375 1.09 0.10714
05/16/2006 2.731 4.66 5.12938 1.09 0.10643
05/15/2006 2.724 4.65688 5.11063 1.09 0.10643
05/12/2006 2.715 4.655 5.10906 1.09 0.10643
05/11/2006 2.698 4.65 5.0925 1.09 0.10643
05/10/2006 2.694 4.64938 5.09063 1.09 0.10643
05/09/2006 2.664 4.64656 5.08125 1.09 0.10643
05/08/2006 2.664 4.6475 5.08125 1.09 0.10643
05/05/2006 2.664 4.64563 5.08063 1.09 0.10643
05/04/2006 2.653 4.64875 5.08 1.09 0.10714
05/03/2006 2.647 4.65125 5.08063 1.09 0.10714
05/02/2006 2.644 4.65625 5.08 1.09 0.10714
05/01/2006 2.641 4.65625 5.08063 1.09 0.10714
04/28/2006 2.640 4.655 5.08063 1.09 0.10714
04/27/2006 2.635 4.65188 5.08063 1.09 0.10714
04/26/2006 2.645 4.65413 5.08063 1.09 0.10714
04/25/2006 2.667 4.65875 5.08 1.09 0.10714
04/24/2006 2.667 4.66438 5.08 1.09 0.10714
04/21/2006 2.666 4.66188 5.08 1.09 0.10714
04/20/2006 2.666 4.6575 5.07563 1.09 0.10714
04/19/2006 2.667 4.65 5.06913 1.09 0.10714
04/18/2006 2.655 4.6475 5.05875 1.09 0.10714
04/17/2006 2.653 4.63188 5.05188 1.09 0.10571
04/14/2006 2.651 4.62531 5.04 1.01 0.10357
04/13/2006 2.644 4.62375 5.0225 1.01 0.10357
04/12/2006 2.643 4.61938 5 1.01 0.10357
04/11/2006 2.642 4.6175 4.98938 1.01 0.10357
04/10/2006 2.640 4.6 4.97 1.01 0.10357
04/07/2006 2.637 4.57875 4.95938 1.01 0.10357
04/06/2006 2.637 4.57563 4.95 1.01 0.10357
04/05/2006 2.638 4.57656 4.92938 1.01 0.10357
04/04/2006 2.641 4.57813 4.9225 1.01 0.10357
04/03/2006 2.654 4.57938 4.91 1.01 0.10357
03/31/2006 2.651 4.57938 4.90125 1.01 0.10357
03/30/2006 2.649 4.58313 4.88 1.01 0.10357
03/29/2006 2.647 4.58625 4.86 1.01 0.10357
03/28/2006 2.647 4.57969 4.85188 1.01 0.10357
03/27/2006 2.649 4.585 4.84875 1.01 0.10357
03/24/2006 2.647 4.58938 4.84 1.01 0.10286
03/23/2006 2.640 4.5875 4.8375 1.01 0.10286
03/22/2006 2.638 4.58688 4.83 1.01 0.10286
03/21/2006 2.638 4.59188 4.82938 1.01 0.10286
03/20/2006 2.638 4.57656 4.82563 1.01 0.10286
03/17/2006 2.637 4.5725 4.82875 1.01 0.10286
03/16/2006 2.636 4.57188 4.8225 1.01 0.10286
03/15/2006 2.636 4.57156 4.82188 1.01 0.10286
03/14/2006 2.634 4.57125 4.82063 1.01 0.10214
03/13/2006 2.633 4.5775 4.81813 1.01 0.10143
03/10/2006 2.633 4.57375 4.80938 1.01 0.10143
03/09/2006 2.634 4.575 4.8 1.01 0.10143
03/08/2006 2.633 4.57938 4.79375 1.01 0.10143
03/07/2006 2.632 4.58625 4.78 1.01 0.10143
03/06/2006 2.632 4.585 4.77625 1.01 0.10143
03/03/2006 2.631 4.58 4.7525 1.01 0.10143
03/02/2006 2.629 4.58 4.75094 1.02 0.10143
03/01/2006 2.628 4.57688 4.74875 1.02 0.10143
02/28/2006 2.624 4.57375 4.74 1.02 0.10143
02/27/2006 2.615 4.57188 4.72 1.02 0.10143
02/24/2006 2.601 4.57375 4.69813 1.02 0.10143
02/23/2006 2.589 4.57625 4.69125 1.02 0.10143
02/22/2006 2.571 4.57438 4.69 1.02 0.10143
02/21/2006 2.551 4.58 4.67 1.02 0.10143
02/20/2006 2.528 4.57875 4.66063 1.02 0.10143
02/17/2006 2.504 4.575 4.64 1.02 0.10143
02/16/2006 2.492 4.57125 4.63313 1.02 0.10143
02/15/2006 2.483 4.57 4.63 1.02 0.10143
02/14/2006 2.476 4.56875 4.605 1.02 0.10143
02/13/2006 2.468 4.57 4.58063 1.02 0.10143
02/10/2006 2.448 4.56875 4.57125 1.02 0.10143
02/09/2006 2.443 4.56375 4.57 1.02 0.10143
02/08/2006 2.437 4.565 4.57 1.02 0.10071
02/07/2006 2.426 4.57 4.57 1.02 0.10071
02/06/2006 2.413 4.57 4.57 1.02 0.09929
02/03/2006 2.397 4.57 4.57 1.02 0.09857
02/02/2006 2.390 4.5725 4.57 1.02 0.09857
02/01/2006 2.389 4.5725 4.57 1.02 0.09857
01/31/2006 2.386 4.57375 4.57 1.02 0.09857
01/30/2006 2.392 4.57938 4.57 1.02 0.09857
01/27/2006 2.390 4.58063 4.57 1.02 0.09786
01/26/2006 2.387 4.58188 4.57 1.02 0.09786
01/25/2006 2.385 4.58688 4.57 1.02 0.09786
01/24/2006 2.384 4.58188 4.57 1.02 0.09786
01/23/2006 2.385 4.58188 4.57038 1.02 0.09786
01/20/2006 2.386 4.585 4.57063 1.02 0.09786
01/19/2006 2.385 4.59375 4.57 1.02 0.09786
01/18/2006 2.385 4.59 4.57 0.95 0.09786
01/17/2006 2.387 4.5825 4.56813 0.95 0.09786
01/16/2006 2.386 4.58 4.56 0.95 0.09786
01/13/2006 2.385 4.58125 4.54 0.95 0.09786
01/12/2006 2.386 4.58 4.53375 0.95 0.09786
01/11/2006 2.387 4.57938 4.53 0.95 0.09786
01/10/2006 2.389 4.57938 4.51938 0.95 0.09786
01/09/2006 2.396 4.57813 4.51 0.95 0.09786
01/06/2006 2.391 4.57875 4.49 0.95 0.09786
01/05/2006 2.386 4.58438 4.48313 0.95 0.09786
01/04/2006 2.389 4.595 4.48 0.95 0.09786
01/03/2006 2.387 4.59813 4.47 0.95 0.09786
01/02/2006 2.390 4.605 4.47 0.95 0.09786
12/30/2005 2.393 4.60438 4.44163 0.95 0.09786
12/29/2005 2.398 4.60563 4.44 0.95 0.09786
12/28/2005 2.399 4.605 4.43688 0.95 0.09786
12/27/2005 2.401 4.61375 4.42 0.95 0.09786
12/26/2005 2.407 4.63 4.41875 0.95 0.09786
12/23/2005 2.428 4.64063 4.4 0.95 0.09786
12/22/2005 2.426 4.6475 4.3975 0.95 0.09643
12/21/2005 2.428 4.6625 4.39 0.95 0.09643
12/20/2005 2.426 4.66 4.385 0.95 0.09643
12/19/2005 2.418 4.65625 4.38875 0.95 0.09643
12/16/2005 2.419 4.65063 4.38 0.95 0.09786
12/15/2005 2.417 4.65313 4.37875 0.95 0.09643
12/14/2005 2.415 4.64875 4.37 0.95 0.09643
12/13/2005 2.413 4.6475 4.37 0.95 0.09643
12/12/2005 2.408 4.64688 4.37 0.95 0.09643
12/09/2005 2.406 4.655 4.37 0.95 0.09643
12/08/2005 2.404 4.63688 4.37 0.95 0.09643
12/07/2005 2.404 4.63375 4.37 0.81 0.09786
12/06/2005 2.403 4.61625 4.36938 0.81 0.09643
12/05/2005 2.402 4.60688 4.3675 0.81 0.09929
12/02/2005 2.404 4.60938 4.36188 0.81 0.09643
12/01/2005 2.401 4.61656 4.36 0.81 0.09643
11/30/2005 2.399 4.61344 4.34 0.81 0.09786
11/29/2005 2.406 4.61125 4.33938 0.81 0.09643
11/28/2005 2.389 4.605 4.33125 0.81 0.095
11/25/2005 2.386 4.59188 4.32 0.81 0.09429
11/24/2005 2.326 4.585 4.31125 0.81 0.095
11/23/2005 2.325 4.595 4.29375 0.81 0.095
11/22/2005 2.328 4.58688 4.29063 0.81 0.095
11/21/2005 2.323 4.585 4.22 0.81 0.095
11/18/2005 2.304 4.58063 4.21 0.81 0.09643
11/17/2005 2.279 4.58375 4.2 0.81 0.095
11/16/2005 2.201 4.5875 4.19125 0.81 0.09929
11/15/2005 2.196 4.58938 4.19375 0.81 0.1
11/14/2005 2.192 4.58781 4.17 0.81 0.1
11/11/2005 2.192 4.59063 4.16563 0.81 0.1
11/10/2005 2.175 4.5875 4.15938 0.81 0.09857
11/09/2005 2.171 4.5875 4.14 0.81 0.09429
11/08/2005 2.171 4.59063 4.14 0.81 0.09429
11/07/2005 2.155 4.59125 4.12125 0.81 0.09429
11/04/2005 2.145 4.59063 4.12 0.81 0.09357
11/03/2005 2.132 4.60125 4.115 0.81 0.09357
11/02/2005 2.125 4.6 4.11375 0.81 0.09357
11/01/2005 2.132 4.59875 4.1 0.81 0.095
10/31/2005 2.124 4.59281 4.09 0.81 0.09357
10/28/2005 2.125 4.58938 4.09 0.81 0.09214
10/27/2005 2.125 4.5875 4.09 0.81 0.09286
10/26/2005 2.126 4.5875 4.09 0.81 0.09143
10/25/2005 2.122 4.59 4.09 0.76 0.09429
10/24/2005 2.120 4.58813 4.09 0.76 0.09143
10/21/2005 2.116 4.58625 4.08875 0.76 0.09143
10/20/2005 2.115 4.58813 4.08125 0.76 0.09143
10/19/2005 2.116 4.59125 4.07 0.76 0.09286
10/18/2005 2.117 4.58875 4.06 0.76 0.09286
10/17/2005 2.120 4.58688 4.05125 0.76 0.09286
10/14/2005 2.120 4.5875 4.0375 0.76 0.09571
10/13/2005 2.121 4.58563 4.03125 0.76 0.09571
10/12/2005 2.121 4.58125 4.00313 0.76 0.09
10/11/2005 2.120 4.5775 4 0.76 0.09143
10/10/2005 2.121 4.5875 3.99688 0.76 0.09
10/07/2005 2.123 4.59813 3.98 0.76 0.09286
10/06/2005 2.123 4.59 3.97 0.76 0.09429
10/05/2005 2.124 4.59 3.94563 0.76 0.09357
10/04/2005 2.123 4.57938 3.94125 0.76 0.09357
10/03/2005 2.123 4.5775 3.94 0.76 0.09357
09/30/2005 2.121 4.57625 3.94 0.76 0.09071
09/29/2005 2.122 4.58938 3.93538 0.76 0.08929
09/28/2005 2.122 4.59375 3.89 0.76 0.08714
09/27/2005 2.121 4.59625 3.89 0.76 0.07857
09/26/2005 2.122 4.6025 3.88 0.76 0.08357
09/23/2005 2.119 4.60125 3.86375 0.76 0.08571
09/22/2005 2.117 4.61188 3.86 0.76 0.08571
09/21/2005 2.114 4.61375 3.84063 0.76 0.08586
09/20/2005 2.114 4.6125 3.84 0.76 0.08143
09/19/2005 2.114 4.60563 3.8375 0.76 0.07929
09/16/2005 2.114 4.59313 3.83 0.76 0.07929
09/15/2005 2.114 4.5925 3.83 0.76 0.075
09/14/2005 2.115 4.59813 3.83 0.76 0.075
09/13/2005 2.115 4.59813 3.81875 0.76 0.075
09/12/2005 2.114 4.59875 3.81188 0.76 0.075
09/09/2005 2.115 4.60125 3.79625 0.76 0.07643
09/08/2005 2.113 4.60406 3.78938 0.76 0.08071
09/07/2005 2.114 4.60125 3.77188 0.76 0.08514
09/06/2005 2.114 4.5925 3.76813 0.76 0.08357
09/05/2005 2.114 4.59438 3.75 0.76 0.085
09/02/2005 2.113 4.59125 3.74 0.76 0.085
09/01/2005 2.112 4.59 3.72813 0.76 0.08357
08/31/2005 2.112 4.59 3.70438 0.76 0.085
08/30/2005 2.112 4.59 3.7025 0.76 0.085
08/29/2005 2.112 4.58625 3.68938 0.76 0.085
08/26/2005 2.114 4.5925 3.68 0.76 0.08514
08/25/2005 2.114 4.59063 3.71625 0.76 0.08514
08/24/2005 2.113 4.59063 3.7 0.76 0.085
08/23/2005 2.113 4.59125 3.69313 0.76 0.08357
08/22/2005 2.112 4.59375 3.67 0.76 0.085
08/19/2005 2.110 4.59063 3.66938 0.76 0.085
08/18/2005 2.111 4.59 3.64063 0.76 0.08429
08/17/2005 2.111 4.58875 3.64125 0.76 0.08371
08/16/2005 2.112 4.59063 3.64 0.76 0.08371
08/15/2005 2.114 4.59 3.62 0.76 0.083
08/12/2005 2.114 4.58938 3.60938 0.76 0.083
08/11/2005 2.114 4.585 3.59 0.76 0.083
08/10/2005 2.114 4.58313 3.58813 0.76 0.083
08/09/2005 2.114 4.58063 3.5825 0.76 0.083
08/08/2005 2.113 4.58125 3.5725 0.76 0.083
08/05/2005 2.113 4.58375 3.57125 0.76 0.083
08/04/2005 2.113 4.59281 3.57 0.76 0.083
08/03/2005 2.112 4.5925 3.57063 0.76 0.08157
08/02/2005 2.112 4.5975 3.57 0.76 0.08157
08/01/2005 2.112 4.59625 3.56 0.75 0.08157
07/29/2005 2.112 4.6325 3.55875 0.75 0.08157
07/28/2005 2.111 4.63563 3.55 0.75 0.08071
07/27/2005 2.112 4.63875 3.54 0.75 0.07643
07/26/2005 2.109 4.64063 3.53375 0.75 0.08071
07/25/2005 2.108 4.64625 3.51875 0.75 0.08157
07/22/2005 2.106 4.65688 3.51 0.75 0.07929
07/21/2005 2.106 4.67313 3.49 0.75 0.083
07/20/2005 2.106 4.695 3.48125 0.75 0.083
07/19/2005 2.106 4.7025 3.48 0.75 0.083
07/18/2005 2.106 4.715 3.46375 0.75 0.08071
07/15/2005 2.106 4.71375 3.46 0.75 0.07929
07/14/2005 2.106 4.7275 3.43813 0.75 0.07786
07/13/2005 2.106 4.74875 3.4325 0.75 0.07786
07/12/2005 2.106 4.75625 3.43 0.75 0.08071
07/11/2005 2.107 4.76 3.41688 0.75 0.07786
07/08/2005 2.107 4.76375 3.40875 0.75 0.07786
07/07/2005 2.108 4.76875 3.38813 0.75 0.083
07/06/2005 2.107 4.7775 3.38 0.75 0.07786
07/05/2005 2.105 4.78563 3.38 0.75 0.075
07/04/2005 2.105 4.78938 3.36 0.75 0.075
07/01/2005 2.104 4.75 3.35 0.75 0.07429
06/30/2005 2.104 4.785 3.34 0.75 0.07429
06/29/2005 2.104 4.78563 3.34 0.75 0.07429
06/28/2005 2.104 4.78375 3.34 0.75 0.07429
06/27/2005 2.104 4.79375 3.34 0.75 0.07286
06/24/2005 2.104 4.82 3.34 0.75 0.07429
06/23/2005 2.103 4.83 3.34 0.75 0.078
06/22/2005 2.104 4.83313 3.33 0.75 0.075
06/21/2005 2.103 4.83875 3.32563 0.75 0.075
06/20/2005 2.103 4.83938 3.32 0.75 0.075
06/17/2005 2.104 4.8375 3.31438 0.75 0.075
06/16/2005 2.104 4.845 3.3 0.75 0.07286
06/15/2005 2.104 4.84813 3.3 0.75 0.078
06/14/2005 2.104 4.84938 3.28 0.75 0.07871
06/13/2005 2.105 4.84375 3.27 0.75 0.08014
06/10/2005 2.105 4.84313 3.26 0.75 0.075
06/09/2005 2.104 4.84125 3.24 0.75 0.08014
06/08/2005 2.104 4.84438 3.23625 0.75 0.08014
06/07/2005 2.104 4.84813 3.22 0.75 0.07857
06/06/2005 2.103 4.8475 3.21625 0.75 0.07571
06/03/2005 2.104 4.85 3.21 0.75 0.07571
06/02/2005 2.104 4.85 3.19 0.75 0.07357
06/01/2005 2.104 4.84875 3.18375 0.75 0.07357
05/31/2005 2.104 4.84875 3.17 0.75 0.07357
05/30/2005 2.104 4.85063 3.16 0.75 0.07357
05/27/2005 2.105 4.85563 3.15 0.75 0.07357
05/26/2005 2.104 4.85438 3.14 0.75 0.07357
05/25/2005 2.104 4.855 3.13 0.75 0.07214
05/24/2005 2.104 4.84938 3.11125 0.75 0.07143
